NAME,ASINS,TIME,RATING,URL,REVIEW_SUMMARY,FULL_REVIEW
Shashank Shekhar Rajhans,B0C7C1DRK5,Reviewed in India on 12 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFBJHDMTNHLF4EDKLZRO7TOK7ZRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery,"Battery backup is not good and quick heating issue.
Return and replacement policy is so bad."
Amazon Customer,B0C7C1DRK5,Reviewed in India on 30 July 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFAJRHKS75KJ46MIWVE3LVE3BBRA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery and Call audio issues,"I had a Samsung M30s and ""upgraded"" to M34 5G. Both the phones have exactly the same of apps.

* The older phone is 4 years old, but the battery lasts longer than the new one. The M34's battery is inferior to the M30s. I assumed that a higher model would have superior quality but I was wrong.

* If I receive a phone call while I am using other apps, the other end cannot hear my voice. There seems to some issue with microphone when other apps are in use.

* Overall, I don't think this phone is giving me a better experience than the existing M30s.

A huge thumbs down 👎"
adityalsr,B0C7C1DRK5,Reviewed in India on 15 July 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AENC6IC7DNDW445ITJF2KQNNUMDQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Poor wifi 5GHZ connectivity,"The phone's wifi connectivity is very bad in 5GHZ band in room adjacent to router. Not able to detect 5GHZ connections. Even broadband speed is low compared to other phones like M31, which is 3 years old and cheaper. This is a big letdown as internet is something that's on all the time. Rest of the things seem to be fine.

4 years OS updates and 5 years security updates at this price range is awesome.

People complaining about no charger did not know how to order. I got free charger."
sandeep kumar,B0C7C1DRK5,Reviewed in India on 3 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH5LDGNTFWWFGFXGUZNV4WMTYAYQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery not satisfactory. Also heating issue is very much,"Phone looking good but battery not performing like 6000 Mah. Working like 4000 M Ah.
Need to improve by Samsung.
Also Phone is heating."
Placeholder,B0C7C1DRK5,Reviewed in India on 17 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFNYS27IDDMDQTXML7IVAV3AEBDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Disappointed 😞,"Received a defective product.A big black spot is there on the backside of the phone.Moreover, the charger is missing with the box"
rakesh agrawal,B0C7C1DRK5,Reviewed in India on 13 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEK6J3JMGE3JDYWGGVJL3JZSNA5A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This mobile ns not so much good,This phone is not good to buy. Anytime got problem related to network and every time need to restart the same.
Adi,B0C7C1DRK5,Reviewed in India on 21 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGUWFYHV5YNWLAVR3BDPESZRNMTQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Pro- Camera,, cons- Network issue","Severe network issue noticed..5/4G turns into 2G several times in a day, need to restart it again and again.."
Garipally Sai Arjun,B0C7C1DRK5,Reviewed in India on 7 November 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AG2JZKZZ3ZBNH2DHU463LH3Z5VQQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,NA,NA
Asjad Azeez,B0C7C1DRK5,Reviewed in India on 15 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF5KCF7PMRQHGHJCJIFOWLNPZ6SA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery lasts half a day,"Battery lasts half a day, camera is horrible. No wonder this 16000. Spend 4000 more and get a better phone like xiaomi"
ajayakumar,B0C7C1DRK5,Reviewed in India on 7 August 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFLU6R3KKFBRA2EZCIKQIE4D32LA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Mobile condotion issue,Bad product. This was damage one. This product had include complaind motherboard and it was hanged every time firstly i thought the hanging problem may be resolved i went to customer service centre after their checking they tell me motherboard already complaint so the hanging problem may not be resolved. Atlast they tell me mother board they can replace i want to tell you sung m 34 serice bad choice never buy this product
Anil P.,B0C7C1DRK5,Reviewed in India on 5 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFYVROPC5YRNXA6RY6VFKJ7VG7AA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Camera quality,Camera quality is bed... as described camera is 50MP but it works like 8 MP camera
Tahsin Ali khan,B0C7C1DRK5,Reviewed in India on 12 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFOHVS7IW6OSMCIJZMS7ONNMB6BQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Bad,Received the mobile but not getting charged even my old mobile taken by him in replacement
Harshit,B0C7C1DRK5,Reviewed in India on 28 July 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHFZVFEKMEOH7VYLPB23OEYFCNIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Overpriced for the features,Feels unusually heavy and strange to hold. UI is not as good and smooth as other brands. It glitches while using a music app in the background and any normal (non gaming / heavy) app on the front. Hassle to activate / deactivate lots of simple features that require only single or couple of touch in other brands like Realme. Only 3 fingerprints can be added. Split screen functionality / transitions are very inconvenient
SATISH V C,B0C7C1DRK5,Reviewed in India on 8 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFD6FOEOVE246K5UZDFVFFPWC2EA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Received with no charger,Received mobile with no charger and unable to charge whether it is working or not
Santanu Mishra,B0C7C1DRK5,Reviewed in India on 12 August 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF7CP5PGOWTCONYKGL6MVXENSA3A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Day-1 feedback,"Drawbacks of Samsung M34 (day-1 feedback):
- the phone doesn't have extra tray for microSD card. 2nd SIM and microSD card share same tray, so you can insert either one of them.
- the phone is comparatively heavy, probably because of it's bigger battery.
- transfer data thru Samsung smart switch is not that convenient.
- considering screen, network, etc it's an average phone. Much overhyped in market."
kunal,B0C7C1DRK5,Reviewed in India on 23 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGVMPDBECKJ2HHUBWG2B3BRUBEBA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not as expected.,"Not as expected.
Battery backup is low
Start lagging after 10 days of use
Screen problem
Not much features"
Hardik,B0C7C1DRK5,Reviewed in India on 28 July 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE7BOOQB5S3VZYQFZ7N2TEJHQ4ZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Below average M34,"Camera is not the best ,color captured in photos seems changed upto certain degree,
Design is too not best, with rounded corners you may find difficult to hold,
Bit thick ,too.,speaker quality is poor yet loud.
Touch is okay ,processor seems lagging while scrolling photos in gallery,
Volume button and proximity sensor on sme side ,means you may find difficulty taking screen shots ,I would ask you to explore other options ,I wanted to buy Samsung device ,but I find below average !"
Ankit madan,B0C7C1DRK5,Reviewed in India on 13 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGQN66FJTQTMLEHRML5JS3BYXCGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not good looking heavyweight,Heavy phone sumsung not change with today time slim ph. Not good looking
Placeholder,B0C7C1DRK5,Reviewed in India on 17 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHEFMOTZ6HLELPF2BKB7C3JPECDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Heating problem,Heating problem and charging is very slow. I want to return my product.
RAJU JOGINPALLY,B0C7C1DRK5,Reviewed in India on 23 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFIANYWLPM3VKZASWAW2QNNSOPMQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Overheating,"Mobile is overheating even if not used also.camera clarity average.Not delivered on promised time,they rescheduled"
Akash Saha,B0C7C1DRK5,Reviewed in India on 30 July 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFNTZ2TL33U3QSB637ZP5O66UAIQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Not Upto the mark,"This Smartphone is below avarage.
It is bulky and also not feel good when you are using it.
Cameras are not that good and the phone is feel warm when I only use it for playing music.
The display is looking like I am using a old phone of 2018/19.
It's better to buy the previous generation version of Samsung M or F series."
abhishek singh,B0C7C1DRK5,Reviewed in India on 26 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEFXMJD2NH3CBO6VXJDAAUT3GY7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Don't buy,"Worst camera quality,hang problem also
Don't buy Samsung A and M series phones"
Chowdary,B0C7C1DRK5,Reviewed in India on 13 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEY7PTRLTFNPEI2GZEUV3QUW223Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery is not good and phone is overheated,While using the phone it is overheated and battery is not good.
dhananjay,B0C7C1DRK5,Reviewed in India on 6 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEVDKLXZCE6Z27EJALKDFYRRLMLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,look not good,very poor quality at this price range not like samsung
nagendra,B0C7C1DRK5,Reviewed in India on 12 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFSZOKW7LVY7OB3JX25QO2QCJPZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Sound is not good & phone is heating issue,"Phone looking is good
Battery performance is bad
Sound also not good"
Kalash Mogha,B0C7C1DRK5,Reviewed in India on 31 August 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFPS5YRHPNMPM5CQJ7PISCZ2RRXQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,M34 review,"Not a product to look for in this price category.
Battery capacity is 6000 mah but it works like it 4500 mah. It drains quickly. Phone is slow as well, don't respond quickly. Exynos processor is not effective at all. Rest is ok."
naresh,B0C7C1DRK5,Reviewed in India on 9 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHUBXUXRSO4UE2HOQFAFYJG7ALLQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Waste damaka sale,With ina month not charging ...issue with charging socket.
Ashok SURYAVANSHI,B0C7C1DRK5,Reviewed in India on 7 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AF2J2OBHKYI25TIEFTCBDA4ILQTA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,samsung,there is some voice issue in this handset
kuldeep,B0C7C1DRK5,Reviewed in India on 20 August 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGFVX5CCQS2V4FZBNW22CC2UFOAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Unable to connect with wifi,"I purchased this mobile on it's launched day. Look wise good but performance is not upto mark. Battery backup is not good. Unable to connect the wifi, need to restart every time whenever you want to connect the wifi."
Amazon Customer,B0C7C1DRK5,Reviewed in India on 9 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHLERVE5SUO7XDE7JUXUY5NXMMAQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery is not 6000mah,Battery is discharging very fast.Not expected from Sumsung
Rajeshwar,B0C7C1DRK5,Reviewed in India on 21 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHDTDXQWSPPMIBJLM73TQIFX2GKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Price,"Without charger & exchange can't possible, various marp's, seems not genuine"
Bhagya jayan,B0C7C1DRK5,Reviewed in India on 15 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AERTO3RT6QSRSLXJGPACISE4BWCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Box open,Phone pack not sealed ithink used phone
Golu Chaurasiya,B0C7C1DRK5,Reviewed in India on 25 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFD5UV7JH5BMFWK6FFMXSIEN3GCA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Old processor same m33 processor,Lag while calling and take screenshot
Placeholder,B0C7C1DRK5,Reviewed in India on 13 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHCZPD6P43NVYCCTWPFAV3C5ZC7A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,About camera,Camera quality is very low bad 👎
Placeholder,B0C7C1DRK5,Reviewed in India on 17 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH4BKQ4XMV6YLOXWJL43PPXLCKLA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Camera quality is very down grade,Camera quality is very down grade
Amazon Customer,B0C7C1DRK5,Reviewed in India on 7 August 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFHRU53PQXL5VPRTBD55GWZ6ML4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Performance is not upto mark,"The performance is very poor. Forget about apps it takes time to open basic windows of settings.
Refresh rate feels like a 30hz.
Camera is also not good when compared with the same range mobile.
Not even think to buy Samsung again in future.
Face recognition is the worst.
Not recommended to buy."
Placeholder,B0C7C1DRK5,Reviewed in India on 20 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHR2R7BD4GLRDTPGH2GUXHOH4WCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Requirr charger with hand set..,Why charger not given with mobile...
Dr Mahendra Raghuwanshi,B0C7C1DRK5,Reviewed in India on 23 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEO7MXFB6DN3N76EU5X5OKSVCOSQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Hanging,Performance not as per expectations
Bisoy,B0C7C1DRK5,Reviewed in India on 12 October 2023,2.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFAL7IKG3QGJBKWE366GB4NAFK6A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery backup,Battery backup not good....
PANKAJ VERMA,B0C7C1DRK5,Reviewed in India on 15 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGPMWDNUK7LBRL4BVR3MTLXUVNNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Average phone and expensive,"लगभग 2 महीने M34 5G (6gb RAM 128GB ROM ₹18999 without charger) हैंडसेट को उपयोग करने का बाद इसके बारे लिख रहा हूँ।
1. इसकी sAMOLED स्क्रीन पर कंटेंट देखना बहुत ही शानदार अनुभव है लेकिन यह यूट्यूब पर अधिकतम 1080p60 को ही सपोर्ट करता है । अगर 4k सपोर्ट करता तो और भी बढ़िया रहता।
2. 6000 MAh की बैटरी है लेकिन बैकअप उतना अच्छा नही है। यह 5000 mAh की तरह परफॉर्मेंस देती है। कंपनी लैब में टेस्ट करके इसका बैकअप बताती है। लेकिन कस्टमर्स तो लैब में इस्तेमाल नही करते ना।
3. फिंगरप्रिंट सेंसर- इस प्राइस रेंज में स्मार्टफोन में indisplay फिंगरप्रिंट सेंसर दिए जा रहे है जबकि इसमे साइड माउंटेड है, जो भी कभी कभी अच्छे से काम नही करता है।
4. 4 साल का OS UPDATE और 5 साल का SECURITY UPDATES इसकी स्टेबिलिटी को बनाये रखने के लिए अच्छा है।
5. कॉल करके कान लगाने पर proximity सेंसर ठीक ढंग से काम नही करता है।
6. GAME SECTION..…….…..…..… i am not mobile game lover.
7. वर्तमान में अमेज़न और अन्य शॉपिंग साइट्स पर यह 15000 के आसपास आ रहा है तो इस प्राइस पर यह बेस्ट है पर 18999/20999 पर लेना बेवकूफी है। इससे अच्छा तो आप इस प्राइस पर किसी दूसरे ब्रांड पर चेकआउट कर सकते है, जहाँ आपको चार्जर इयरफोन मोबाइल कवर इत्यादि साथ मे मिल जाते है।
8.exynos 1280 इतना दमदार प्रोसेसर नही है। इसमे हीटिंग issue है । इससे पहले मैंने redmi note 9 pro use किया था। rn9प्रो की परफॉर्मेंस इसके मुकाबले बहुत ही शानदार रही थी।
9. Youtubers जिस तरह इसके कैमरे के बारे में बताते है कि ""ओह भाई क्या कैमरा है, जबरदस्त, वगैरह वगैरह... उतना शानदार तो नही है । कैमरा average है।
10.25 wt charging is good not best. It could be 33 wt. At this price .
11. Single speaker, not stereo but sound is ok.
12. Drop notch dosent matter.
13. Its very heavy due to big baterry.
14. Sometimes it lags.
15. There is no notification light.
16. There isn't N77 5g band.
Buy this phone,It was my mistake."
Madhusudan Karunatham,B0C7C1DRK5,Reviewed in India on 28 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFLEKHXI3YXNQWRU3W56REJQYNIA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Service,Worst technicians I had ever seen..faced very bad experience by Amazon team. I have placed return or replace request as camara quality is not good and it was assigned to a technician to check the mobile physically but he had not come to our place .when we called him he said he can't come and asked us to share the 4 digit number of the order and placed for refund. He said courier boy will come and take the mobile. Money will be returned in 1 or 2 days..we have waited for 2 to 3 days but no action. We called to customer service and they said that refund request was not placed then we realized that he made us fool just to escape from the work. Then they said need to place same request again and technician has to check the phone then only can place refund request...I had already lost 4 days of time and again they are giving us same solution..I have asked them for alternative solution he said he will check and asked me to stay on line for 2 min then no body was on line and call got disconnected after few min.. I had spent almost 30min to explain the problem to the customer service team but no luck..they just disconnected the call without providing any solution...irresponsible team and they don't care abt customer satisfaction...now I am unable to place any request..
Abhijeet Ranjan,B0C7C1DRK5,Reviewed in India on 15 July 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGMN2P5DNIYLZPSSBUC4VZJTTKSA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Regretting,"DECENT PHONE BUT BAD EXPERIENCE WITH AMAZON . BECAUSE THEY DID NOT PROVIDE CARD OFFER (2000K DISCOUNT) AND ADAPTER WITH WHILE EXCHANGING. OTHERWISE PHONE ISWORKING FINE,YES YOU HAVE TO MENTION IT THAT PHONE IS SLOW IN OPENING APPS , AND ITS REFRESH RATE DOES NOT FELL LIKE EVEN 90HZ, IT WILL WORK FINE IN DAY TO DAY TASK.this was my initial experience but after 8 days my phone upper half is heating to much only after using it5-10 min of simple task and it heated so much that u can't hold your phone in hand
IT IS A HEATING MACHINE . YOU CAN USE IT EVEN FOR PRESSING CLOTHES And this phone wifi is as worst as this phone. It can't even scan for 5ghz hotspot. If I compare with 7prime ... J7prime shows 13 hotspot aroun me but legendry m34 shows only 4 hotspot . If I compare with realme 3 pro ....3 pro shows 4 5ghz wifi but m34 shows only 1 ....... NEVER EXPECTED THIS FROM SAMSUNG...... DON'T BUY SAMSUNG GALAXY M34 .... IT HAS A LOT OF ISSUE OVERHEATING WIFI......."
Rambabu,B0C7C1DRK5,Reviewed in India on 29 August 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFFHIMJSCUOSHJMVNOQJPK6HIXZA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worst Mobile!!! Plz don't waste your money!!!,"1. Just after 12 days of use, the display has been damaged but without any physical damage on screen (able to receive calls but screen looks blank only) since it has dropped from fridge. When I visited a Samsung store it won't be cover under free warranty, they said. I had to spend another 6200/- for changing the display only. Earlier I used to use M31 moblie. That was slipped many times but the phone ran nearly 3 years. After that I had to switch from M31 to M 34 5G mobile.
2. Phone is getting heat while usage. It is major concern. too much heat observed while phone gets charge.
3. It takes nearly 1:30 hr to 1:50 hr to fully charge.
4. Even the Samsung service also worst, they kept my mobile with them for 7 hours and they were saying that the display stock is not available. It will take 7 days of time. That too they said this thing when I was calling them. Even they did not inform me this info From their end. I had to call and wasted a day time. I never see such a worst Samsung service certer especially ""Kompally branch"".
4. I purchased this phone for its amoled display but now I realised that this is a not a strong display.
5. Please don't waste your money on spending this mobile. Basically I am a big fan of Samsung. I used M21 and M31. After 2 years M21 had a display and motherboard issues but M 31 ran for nearly 3 years. If you are a Samsung lover, go for any other models except SAMSUNG M31 5G."
Pradeep s chawan,B0C7C1DRK5,Reviewed in India on 2 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGXHRLQW5HYJZP5YJHXVGSTKQU6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worst experience and mobile,"Very bad experience with this phone.
Got it delivered in UP for my friends relative.
Battery draining from day 1 and phone is heating up. Called the technician but he bluffed us and said the phone is faulty and he will get it replaced and refunded . And took the New phone In his hand and was installing some app and said it is done now.
Later had to call Amazon customer server and they said technician cannot place return request and I will do it for you. And the return was also not done and again had to call Amazon executive and raise an investigation and today came to know from the customer care that the technical team said that there is no issue with the mobile and nothing cannot be done..
Such a pathetic service by Amazon and it feels sad to he cheated by such big company.
And no one can help now."
Arun,B0C7C1DRK5,Reviewed in India on 9 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFSSHGQME6CV3D2MG3RKPBR3XBKA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Worst product,"I purchased this product during great indian festival and the product I received was having battery and finger sensor issue.. so i replaced the item and after receiving the the new replaced item , it started showing issues with touch and the ink started to leak from the charging port with in a week.

When i reached amazon they said like they cannt do any thing as the return wi dow is closed and we have to contact service center

When i contact service center they are asking for 6k for display replacement as there is internal leak...

I dont understand . Why this vendor is selling damaged phones in amazon.
I lost my money..."
Abishek,B0C7C1DRK5,Reviewed in India on 7 August 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHAJ3G2FIX4IFNL3G5YWE3KS2E4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,NOTHING IS POSITIVE OTHER THAN DISPLAY,"⏩ DISADVANTAGES

◾SEVERE OVERHEATING ( FELT LIKE IRON BOX ) .
◾SAYS SUPERFAST CHARGING BUT DEADLY SLOW EVEN WITH STOCK 25 WATT FAST CHARGER .
◾6000 MAH BATTERY BUT FELT LIKE 3500 MAH BATTERY , THE BATTERY DRAINS TOO MUCH EVEN WITH A LITE USAGE.
◾SELFIE CAMERA LOOKS LIKE 2 MEGAPIXEL AND POST PROCESSING OF PICTURES ARE LIKE 0.5 MEGAPIXEL ( OVERPROCESSED ) . REAR CAMERA IS LIKE 8 MEGAPIXEL WHATEVER THE THINGS THEY SAID LIKE OIS AND OTHER THINGS ARE GIMMICK. OVERALL THE CAMERA THING IS USELESS IN THIS MOBILE .
◾UGLY WATER DROP NOTCH , THICK BEZELS WITH THICK CHIN , OVERALL THE DISPLAY FEELS SMALLER .
◾NO INDISPLAY FINGERPRINT SENSOR BIG HANDS DOWN IN 2023 , ANYWAY SIDE MOUNT WORKS FASTER AND FLAWLESS .
◾FINGERPRINT MAGNET , CATCHES FINGERPRINT VERY EASILY .
◾STRUGGLING TO PLAY 4K VIDEOS .
◾120HZ FELT LIKE 90HZ , EVEN AFTER GIVING 120HZ , SOME AREAS FELT REALLY FELT SLOWER AND UNRESPOSIVE. OPENING OF APPS SOMETIMES FEELS REALLY JITTERY .
◾ SCALING ANIMATION WAS TOO BAD AND UN RESPONSIVE .
◾COMES WITH TONS OF BLOATWARE .
◾NO CHARGER INCLUDED BOUGHT FOR 1099 IN AMAZON .

⏩ ADVANTAGES

◾THE DISPLAY FELT REALLY GOOD , THE COLORS WAS REALLY GOOD EVEN THOUGH IT LOOK SATURATED , THE COLOR BOOSTING WAS GOOD . ADDITIONALLY 120HZ WAS SOMEWHAT BETTER

◾ PERFORMANCE WAS AVERAGE AND GOOD . ACCORDING TO THE PRICE IT HAS GOT 4.5L ANTUTU SCORE , SCORE WAS GOOD BUT THE MOBILE DOESN'T FEEL SMOOTHER.

VERDICT : BETTER BUY ANY OTHER GOOD MOBILE AT THIS PRICE POINT, CONSIDER THIS MOBILE IF YOU ARE USER THAT WANTS SAMSUNG NAME IN YOUR MOBILE , WHO TAKES MOBILE JUST FOR BROWSING."
Karthikeyan,B0C7C1DRK5,Reviewed in India on 22 September 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHSMIYB3HP62VP3UXGK3GZZSD2CQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Don't exchange old Android(10 and before) phone,"I placed order exchanging my old Samsung m01 core. While delivery, I was asked to verify the exchange from Amazon App. Some new option against exchange order, where we are asked to key in 6 digits number ( this is not OTP we receive, this we receive from delivery agent) to verify old phone and this step must be done from old phone Amazon App. All good so far, i could see that verification option in my samsung S20 phone. When I tried in old phone Android 10 that particular option is not there. Installed Amazon app multiple times the options is not there.
Delivery Agent refused to accept the exchange.

I called customer care, they were not aware of these options and I have to explain several times. Had multiple call no solution yet.

At one point they asked for the screenshot of that option, by that time order status marked as delivery attempted and that option is no more visible in latest phone as well. I couldn't share the screenshot as well.

Very bad experience, I could not gift as planned.

It is purely Amazon App issue, but we are suffering.

Please don't choose such old phone exchange."
SUNDAR,B0C7C1DRK5,Reviewed in India on 17 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEAFM326NJY4MEQMKY6OYB6Q7BPQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Review on 10 days usage.,"First of all i looked for a smart phone with huge battery backup and good display cause my main focus is for multimedia usage only and not even for a single gaming. So that by researching among most of the products in this price range i chose m34. And to mention that this is my first samsung product. But very disappointed with battery in this device. Actually it feels like 5000mah ( Note: Even in all the settings in low ) Maximum i turned off all the features which drains battery. In that case also the battery backup is same and worst. And also battery drains in idle state without any background process and while mobile data, wifi, bluetooth etc.. in off. I tested it very keenly. If you are looking for best battery backup i would not suggest you this device, better to go with 5000mah in this same price range. Amazon service also very disappointed. I looked for a replacement or return for this product but it is not available."
Placeholder,B0C7C1DRK5,Reviewed in India on 22 October 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEO3I5VOPNVSBZQ553TBFIQL7B4A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Camera below average.Dont buy,"As per my experience
Pro: 1.Display is very good, 2.battery backup full day although draining fast.
3. Sound is clear
4. 5G reception OK.
5. Can copy data from old phone ( contact, sms, photos appps etc) so no data loss if shifting SIM to it.
Cons: 1. Below average camera, even old J7 and J3 was better in normal photo click, paid reviewer made hype thats why I bought this phone but believe me all is myth and false. Video is good but normal or portrait photos is below average, it's not for camera lovers. Even it can't click a good pic of 50 meters far board (not readable) or an calender in room. I compared it with realme narzo 60, samsung j7, realme XT, vivo T2, one plus nord CE2 and it only equalize J7. All other phones camera was far better than this. I'm regretting for buying this. Couldn't imagine this type of bad camera in a phone of 15000.
2. Slightly heavy
2. Heating.
3. Cost me extra 1500 for charger, tempered glass and cover."
Sonu m.,B0C7C1DRK5,Reviewed in India on 18 November 2023,1.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AG2CKIWQIVVWFG67FTZ2TWD7U4NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Don't buy this product . Camera is worst,Don't buy this product . Camera is worst . I always prefer Samsung for camera but I am shock after buying this useless product .camera quality is like 5000 wala mobile . My 3year old m21 is far better than this tatti mobile . I am very disappointed wit this product .i always suggest my friend and family Samsung mobile but today onwards i will never ever suggest any one . Very disappointed with this product
